company Name,Question
TempusLabs, Whiteboard: How do you set up and model this survival analysis problem using hypothetical patient data?
Klaviyo, Find average order value for two genders and answer if the difference is significant.
Kabbage, Solve a easy code problem
Kabbage, Solve a simple code problem
Symantec," Suppose you have a coffee store, how do you do to increase the number of customers?"
C3.ai," Machine learning questions about Random Forests, Gradient Tree Boosting and ROC curves. Also more general questions around background, experience and motivation. "
FootLocker, Couple of easy data wrangling questions. A time series forecast question. (With a fairly artificial time series.) Company marketing statement analysis and use cases questions.
Kabbage, How is your data science skill?
Apple, Every interview was a relaxed conversation. I asked as many or more questions than they asked me. 
NorthropGrumman, What sort of machine learning algorithms do have experience working with? What are some of the advantages and disadvantages you found while working with them?
Kabbage, Introduce yourself
NorthropGrumman, What sort of machine learning algorithms do have experience working with? What are some of the advantages and disadvantages you found while working with them?
Kabbage, Are you skilled in dealing with unstructured data?
6sense, Walk through the project details (predictive modeling project)
Kabbage, Do you know spark?
BridgewaterAssociates, I was asked to write a simple text analytics program. 
Ibotta," Right off the bat, why are you interested in this role?"
Centene, Describe a situation where you made a mistake and what you did about it.
Microsoft, What would you do to summarize a twitter feed?
Centiment, How to optimize the model?
Button, Tell me about a project where you provided business value. 
Amazon," Coding: Given a bar plot and imagine you are pouring water from the top, how to qualify how much water can be kept in the bar chart. "
Deloitte, How would you solve a problem for a client who wants to compete with the best cab company? Twitter analytics question involving NLP? Bayesian solving? Favourite ML algorithm with deriving the maths on the whiteboard.
Lyft, What are the different factors that could influence a rise in average wait time of a driver.
CivisAnalytics, Why do you want to work for Civis Analytics?
CKMAnalytix," Explain, in layman's terms, a technical concept mentioned on my resume"
Anthem, How to avoid overfitting in neural network?
Cogito, I was asked to talk about my research and how it relates to their product...given the lack of expert knowledge in their team i have to update them on even most basic approaches in the field
Asana, what is a linear regression
Uber," Product based questions and how I use Machine learning to solve their business problems A/B testing questions MIP formulation question Decision Trees and Traditional ML algorithm questions High level metrics, Driver oriented metrics, Shipper side Metrics Experimentation questions"
NewYorkLife, Statistical and Machine Learning questions such as: What is ROC curve? Difference between Random Forest and Boosting.
Formation, Where does the randomness come from for a random forest algorithm.
Banjo, Tradeoffs between CNNs and RNNs in the context of sequence modeling.
CapitalOne, what is R squire
KomodoHealth, What is your favorite algorithm?
AOL, We got past what I did and then walked through some of the details of a problem the team was working on. An entity matching problem with many attributes.
CarisLifeSciences, Do you have an idea to do research?
Asurion, Lots of scenario based questions about formulating data science problems
Uber," Describe dynamic (""surge"") pricing & ways you can measure supply & demand."
Asurion, Explain how Bayesian optimization works (I had it on my resume)
Asurion, Explain how gradient descent works with logistic regression as an example case
Citadel," Inorder tree traversal. Other programming related questions: decorator, generator; virtual destructor, how is map implemented, complexity to insert/search/delete in a tree, etc."
Granular," Major emphasis on building very simple models quickly. Nearest neighbors, linear regression, some basic SQL-type queries."
DHLSupplyChain, That was general question how you deal with missing data and what does supervised learning meaning.
Citadel," In a 52 cards game, you randomly draw 5 cards, then return 4 back to the dealer and you keep 1. The dealer will always know what card is in your hand. Can you tell me what strategy he used?"
Citadel," What is the population in Nigeria, can you give me a 95% confidence interval?"
ZurichNorthAmerica, supervised learning problem on insurance data.
Citadel," I randomly pick a number from 1 to 100, how would you guess? What if you have prior knowledge that I pick a number that is hard to guess such as near 1 or 100?"
Schlumberger, Why do you want to leave your current company?
Comscore, How would you validate an analysis you performed?
Groupon," experimental design, ab test, type I/II error, positive true, negative false, confidence interval, significant level...."
Indeed, Some Algorithmic questions followed by stats question. No SQL 
Clinc, Discussion was initially more focused towards my projects and past research experience. From there it went to low level questions.
DataRobot," about your projects, previous company projects and resume based."
Lime, Difference between a Z test and a T test What is P-value Type -1 and 2 errors Product oriented questions SQL exercises coding questions
Microsoft, Do you know l1 norm or l0 norm
C3.ai," Questions on coding algorithms, machine learning and past experience with projects and internships"
Yelp, What features would you use to predict the number of likes on a review?
Classy, Why do you want to become a data scientist?
DignityHealth, How do you handle multiple missing data items?
RubiconProject, How would you go about reducing feature space
Endgame, How do you describe data scientist?
HumanCareSystems, Questions were mostly use cases. 
Uber," coding/algorithm (leetcode medium level), statistics and probability, machine learning, deep learning, design of experiments, product knowledge, behavior questions"
Asurion, About past projects
Netflix, What is the best way to communicate ML results to stakeholders - for some reason the interviewer seemed to think RMSE was the best!
PhantasmaTech, How would you define and measure the predictive power of a metric?
Citadel," 16p + 1 = x^3, and p is a prime number. What is x?"
Netflix," When you split a population for A/B testing, what are some reasons you could see a significant difference in the control and variant groups?"
OpexAnalytics," LP and ILP based modelling questions. General SQL, R skills. Some ML/ Time-series based core questions."
XSELLTechnologies, Describe which machine learning library are you most familiar with? What are the first 5 machine learning algorithms you would apply to this problem and why? What are the tradeoffs.
YourMechanic," well, you know, this is a car company, many people are passionate about cars"
AvantStay," What is your favorite restaurant in Los Angeles? On the board, calculate its revenue and costs for one month."
CreditAcceptance, What is the difference between a left join and a right join in SQL?
ElevateCredit, Questions about basics in statistical techniques like regularization. Make sure you understand the maths well.
Deutsch, What programming skills have you worked with in the past?
Yelp," If you had to propose a new Yelp feature, what would it be?"
Facebook," You're at a casino with two dice, if you roll a 5 you win, and get paid $10. What is your expected payout? If you play until you win (however long that takes) then stop, what is your expected payout?"
RecursionPharmaceuticals, Projects I have worked on before and technical questions.
VIA," user case : why the UES driver rate is low, how you find this problem and how you confirm it, how you solve it."
OrigamiLogic," Coding, Stats / Proba, Machine Learning, Product. "
CapitalOne, Tell me about the time you influenced someone
Facebook," General SQL, business sense, machine learning, and testing questions. Very similar to other questions listed in this section."
CapitalOne," Tech: conceptual -- time series, clustering, data munging, experience working with ""real world"" data. Discussion about my previous statistical work (academic research in astronomy)."
MetLife," Apart from technical skills, what non technical skills should a Data Scientist possess?"
SparkCognition," Describe several clustering algorithms. In sampling with replacement for decision trees, what portion of samples are left-out of booststrap samples?"
MetLife, What is your favorite model and why?
Facebook," Q1. SQL Given tables: employees(id, unixname,team,role,days_since_started) projects(id,name,....) commits(id,file_path,proj_id,auth_id,timestamp) Find the number of unique employees per project per month? Q2. Imagine you have a CSV file: john_doe,android,ios,infra bob_law,is,backend jane_doe,frontend ------------------------------ Containing,for each employee, a list of projects he/she works on Write a script/function/else that reads data from CSV file and creates a data structure that stores, for each project, a list of employees who work on it."
Opendoor, Anagram problem.
KPMG, variance of distributions by technical screener and a data analysis problem. no other specific questions during in person interviews
RueGiltGroupe," Explain times in which you had to collaborate with multiple different teams within a corporation and how you handled it. Explain your last project in detail - what were some of the obstacles, what made you choose the solution that you had come up with. Have you ever created a software application that utilizes data science and if so, fully explain the implementation (whiteboard). A few SQL questions."
earnin," Questions around the problems they try to solve, also some basic ML questions."
Intent, Describe A/B Testing and Statistical Significance to a non-technical audience.
Sovrn, do you have any previous business experience?
Airbnb, - Metrics creation - Metrics diagnostics - A/B testing - Tons of behavioral questions
SambaTV," Stats, ML, probability. Data Challenge. coderpad coding challenge"
Groupon," normal distribution, binomial distribution, etc.."
Facebook," Nothing unexpected, mostly because they will tell you in detail what to expect in each interview. Coding on a collaborative text editor while doing a phone interview was new to me. I had a lot of typos, and syntax errors the first time I tried it. I'd recommend doing a practice run with a friend just so one gets used to the set up. "
ExpediaGroup, Nothing unexpected. I'd say the questions are easier that what I had in the bay area.
Upwork," Choice of model for the given dataset, why would you use R over Python or viceversa. Questions about probability theory."
Quibbl, Asked about past experience and some technical and situational questions about the role.
IBM, Some statistics questions
Facebook, Product sense question and coding questions. 
Freeport-McMoRan, They asked me the normal basices.
C3.ai," Machine learning concepts, resume projects etc."
Eventbrite, They asked how I think through difficult problems by giving examples.
Instacart, How to do power analysis for an A/B test.
eBay, Suggest a modeling process for a binary classification task with skewed and unbalanced data
Formation, I'm not going to say because the most difficult question was also the most fun to figure out.
Uber," there were 3 part, SQL which was very difficult for entry level.one part with R or Python programming, and Analysis"
LinkedIn, design recommendation engine for jobs
CapitalOne," Behavioral interview questions: ""Tell me about a time you sought out somebody else's expertise."" ""Tell me about a time you persuaded somebody to implement a solution when they didn't think there was a problem."""
6sense," The training data is pulled from raw logs. It has three columns that record user activity over time: user_id: A hash that uniquely identifies the user. activity_date: The date of the activity activity_type: The type of activity 6sense would like to predict which users will purchase given the user's activities. Using the training data, build a model that predicts which user_id's will make a purchase in the future. Use the model to score the test data from most likely to least likely to purchase. Please submit the following: (1) Descibe which activity types you believe are most useful in predicting which user will purchase in the future. (2) Provide a file containing the 1000 user_id's most likely to convert. (3) [optional] Any work used to generate the list and/or notes you'd like to include. The dataset is available for download online on kaggle."
CKMAnalytix, Most questions are about whether you know the method or not.
CapitalOne, Tell me a teamwork experience. Why did you make *** decision.
MathWorks, My background research.
LinkedIn," They are really reasonable about questions. Just explain clearly what you have done before, the questions that they have a open ended discussions. If you can talk on a subject matter and give a few angles on a problem that is all they are looking for. "
FirstFuelSoftware," Technical questions covering machine learning, statistics, some math, general questions about previous work history"
Airbnb, A/B testing.
LivongoHealth, Tell me more about yourself. Very basic stats problems and machine learning problems.
Google, How do you estimate the probability of people who are left-hand and own bicycle?
KeepTruckin, How would you use dash-cam to evaluate accident risk ?
Salesforce, One interviewer asked me how I would build a classifier to predict the outcome of NFL games in real time. Great question.
NewRelic," They give you enough info on what to expect during your interview, so I wasn't really surprised with anything."
Anheuser-BuschInBev, Working with big data
Netflix, A/B testing
TRANZACT, 1)Discussion on background 2)Asked to explain the academic project I liked the most 3)SQL joins 4)Explain Linear regression for a business person who does not have the technical background 5) 
Spotify, How would you leverage Spotify's data?
Globys, Apparently the paper analyzing the abalone dataset was not what they wanted -- but I am unsure about what would be a more appropriate response to this sort of thing.
SAP, - dimension reduction - recursion - dynamic programming - big O notation 
Placed, Walk through how you would map/reduce a process. 
Profitect, A written test
C3.ai," code kmeans from scratch, code knn from scratch"
eBay, What do you expect to gain from your experience here at eBay?
Lenovo, what technologies do you love to work on?
MINDBODY, Most challenging project Tools used to complete the project Completion timeline for project Basic SQL questions View on company's cultural values
TheGoddardSchool, Where do you see yourself in five years?
Pymetrics, Derive logistic regression.
AnalyticPartners, why AP? what's your strength and weakness? some time that you have conflict with your team? go through your details in your resume. 
Sailthru, Under NDA
Facebook," SQL queries with basic group by, self joins and inner queries. The problem could be solved by analytical queries"
CapitalOne," Capital one wanna launch Insurance policy, One policy for all and you're the manager and you're gonna analyse that whether you should grant policy/approve policy by looking at death chances of each individual. How you gonna do this process as a manager by collaborating with your data science team?"
Deloitte," past projects discussion on feature engineering, algorithm identification"
AppliedMaterials, I was asked to explain how do I design a dashboard and bunch of other straight forward question.
Amazon, Just basics of machine learning and past projects. 
Uber, Q: transportation network problem
CivisAnalytics, Basically an open ended case where you had to narrate your analytical approach to answer several business questions. Follow up on regularization
SAP," How would you design a recommendation system for amazon customers, considering that a single customer may use many devices to logon to a single account?"
OpexAnalytics," As you would expect for a data scientist position, they ask a series of technical questions on predictive analytics and SQL."
LivongoHealth, Tell me more about yourself
Facebook, Simple SQL questions. AB Testing. 
6sense," You're given a data set and asked to do classification, regression, etc.. I can't describe more than that as I used part of 6Sense's data and, based on that, I signed an NDA. "
SamsungResearchAmerica," Write hadoop map/reduce to compute product of N matrices (note, this was the question asked by the 2nd interviewer. I would have written some code if he hadn't asked ""do you know what a matrix is?"") Those guys really know how to insult others"
Coupang, Code reservoir sampling 
CablevisionSystems, What algorithm do you use in machine learning.
Uber," SQL operations, optimization of pickup time, how to evaluate the success of a new feature "
Wayfair, Some case questions
Facebook, Product and sql questions
Kayrros, Do you plan on working in Paris after graduating?
SUNRISEFUTURES, Resume and technique questions
Squarespace, 1. Background and relevant experience 2. How their pricing model could be improved to increase customer retention based on life time value?
Amazon, What is the most advanced query you've ever written?
Google, Some detailed statistical and optimization questions
eBay," Build a model to identify customers interested in receiving ad emails. Machine Learning questions like boosting, bagging and stacking and so on."
Dell, Questions about linear regression
Yummly, Detailed understanding of ttest Understanding of working through data to identify different opportunities fro Yummly - in terms of analysis feeding decision and models feeding features
IQVIA," Mainly focused on ML, data science, and electronic health records related"
SAP, Describe a problem that you solved that you think best differentiates you from other people who might be applying for this job.
Wayfair," Business case -- they presented me an e-mail and their problems with recommend, and suggested ways I might improve it. Also a 'lightning' round of mathematical, statistical, and programming questions that was a little all over the place (and not tailored to your resume), and done in a binary yes/no fashion. "
CerebriAI," After a company overview, to which areas might you apply a frequentist approach, to which might you apply a Bayesian approach? "
ClassPass, presentation. A/B testing 
TempusLabs, Basic HR questions. Take-home dataset where you get to play around with it and see what results you can come up with.
OscarHealth, If you were god how would you... ? (follow up from original debate question)
Grubhub," Not at technical stage yet, but I was surprised that there were no questions initiated regarding my past technical experience or questions/discussions about soft skills. I felt like I was leading the conversation and had to explicitly steer the convo towards soft skills, since there would be a technical round the next day."
Yelp, about my project on resume. 3 Sum
KPMG, How would you code a given problem using R or Python?
KPMG, Asked questions about my presentation such as why didn't you use varying other techniques. 
AeraTechnology, SQL related questions
Slack, Explain why measuring the uncertainty on a click-through rate is different than measuring clicks per person. 
KPMG, What machine learning techniques would you use to model a given problem. 
Facebook," Again, I can't talk about the specific question, but after I wrote up a simple algorithm, the interviewer asked me for a more efficient solution. I really struggled with that."
Viasat, Case study on using a data-driven approach to segmenting customers by product engagement on flights.
ViaTransportation, The written test asked me how I would figure out whether to expand service to Astoria 
TripAdvisor," SEM, Recommendation system , ranking algorithms"
Panjiva, feature selection and PCA
Panjiva, How did you handle bag of word. 
ZestFinance, What are some different methods for interpreting a model's behavior? What are some different methods for determining feature importance? 
KPMG, How do you manage your time if you are given 12 weeks to complete a project?
Opendoor," Pair sessions: given a data set, do exploratory data analysis, then build a predictive model to solve a real business problem here. Whiteboard design: previous experience, and a open end discussion on a Business Intelligence challenge here."
InsightDataScience, - Why does Naive Gaussian Bayes perform poorly in this problem?
Ecolab," tell us a time at your old job where you faced a particularly large obstacle or challenge , and how did you overcome it? "
AppliedMaterials," They asked a case study on data analytics, given certain data what kind of problems can be answered using the available data. "
GE, how to react in the stressful and changeling environment? How to evaluate the success of a product? Programming Questions and General Questions about PhD Work
Apple, How would you design a smart tennis racket that could measure where the ball impacted the face of the racket?
CapitalOne," Machine learning algorithms, Data science problems, case interview, tech interview on machine learning, behavioral questions. The hardest process except onsite is Phone technical interview takes about one hour with at least twenty questions about machine learning based on the specific case provided by interviewer. Do sufficient preparation will crack it. "
LinkedIn, How many active members in LinkedIn right now? What is the business model at LinkedIn? Basic SQL as long as you finished most of questions in Hackerrank.
NationalGridUSA," The analytical question was how to lower the cost of a fleet truck, it is very detail oriented yet very interesting, chanlleging"
CivisAnalytics, Case interview about how to solve a business's employee churn problem using data science.
VeriskAnalytics, What are you looking for in your next role?
Technomic," Asked to talk about myself, past projects, and other basic questions"
BMOHarrisBank, Describe a technical problem and how you solved it.
Microsoft, Describe one of your projects and how much responsibilities you took in delivering the results.
J.P.Morgan," In the first place, they were interested in my financial knowledge. They also were trying to determine how much machine learning I knew."
Centiment, Define optimal decision boundary achievement in a second generation neural network model
Facebook," Given a list, create a new list that does not include duplicate values of the original list. "
C3.ai," 4 questions were asked, 3 multiple choice machine learning based questions. One was coding an algorithm. The coding interface was not that easy to debug in (I'd suggest you try a few Hackerrank questions first, I tried the sample one but I never had to debug so I didn't realise) and I couldn't output the answer in the needed format but on my IDE I got a correct answer."
Centiment, Describe the steps involved in creating a neural network
Centiment, Tell me the difference between the maximum margin classfier and the hyperplane
Thumbtack, Can you do xyz with data? How will you solve this business question? How will you implement it? 
Chegg, How to handle classification problem with thousands of (maybe even larger) classes?
eBay, You observed two gambing machines for a period of time: one of them occasionally give rewards; the other one never give any rewards. Which one do you pick to play with?
Tapad, What is your Masters GPA?
Raytheon, Do you have C++ experience?
Netflix, VERY detailed machine learning questions and statistical modeling questions with an use case setting
Uber, some real problems that uber faces.
Point72, behavioral questions about location and fit
TrueMotion, Sign the non-disclosure form
Avlino," chi-square, hidden markov model, k-mean, knn, boosting, svm."
UniversalOrlandoResort, Do you have reliable transportation?
Blackbaud, Why should we hire you as a Data Scientist to help launch the new Health Care Vertical?
HollandPartnerGroup, How can you apply data science at our company?
Nordstrom, How would you go about predicting categorical responses? 
CapitalOne, Plane delay prediction
Wayfair, Q: How would you evaluate the effectiveness of various ads?
Facebook," How many high schools that people have listed on their profiles are real? How do we find out, and deploy at scale, a way of finding invalid schools?"
Explorys, I got thrown off when they asked if I could calculate the computational complexity of an algorithm.
Facebook," How do you map nicknames (Pete, Andy, Nick, Rob, etc) to real names?"
Facebook," Facebook sees that likes are up 10% year over year, why could this be?"
FirstData," The first round interview was a mixture of behavioral and a case interview. It was very conversational and casual, and the interviewer helped me with areas where I stumbled on the case. The case was a long one that tested math, strategy and innovative thinking."
Facebook," If a PM says that they want to double the number of ads in Newsfeed, how would you figure out if this is a good idea or not?"
Tapad, What is your Masters GPA?
Facebook," We have two options for serving ads within Newsfeed: 1 - out of every 25 stories, one will be an ad 2 - every story has a 4% chance of being an ad For each option, what is the expected number of ads shown in 100 news stories? If we go with option 2, what is the chance a user will be shown only a single ad in 100 stories? What about no ads at all?"
Siemens, Introduce the internship on the resume
Facebook," If 70% of Facebook users on iOS use Instagram, but only 35% of Facebook users on Android use Instagram, how would you investigate the discrepancy?"
Ivani, Talked about my experiences and Education and had a take-home assignment.
Siemens, What machine learning methods do you use? which one performs best?
Facebook, How do you measure newsfeed health?
Facebook," There is a table that tracks every time a user turns a feature on or off, with columns user_id, action (""on"" or ""off), date, and time. How many users turned the feature on today? How many users have ever turned the feature on? In a table that tracks the status of every user every day, how would you add today's data to it?"
RiskIQ, Why do you want to work here? Why want to be a data scientist? Describe your personality.
CapitalOne, Behavioral: Tell me about a time when you were involved in project / assignment that was heading in the wrong direction and how you turned it around.
EagleView, What is your expectation of coming to this company? 
TheHomeDepot, ML questions. Build a recommender system (based on a challenge)
Qeexo, Asked to build a predictive model for their acoustic based touch classifications. 
Spotify, How can we deal with extreme values in data?
CapitalOne," The asked about basic Machine Learning and statistics questions. They care quite a lot about business sense and presentation skill. The complexity of the interview depends on the team, but the questions are not hard in general."
IntegralAdScience, Write code to solve . Can we do this more efficiently? What are the tradeoffs?
IBM, Why IBM ? Technical questions were off the resume. 
IntegralAdScience, We're trying to do ____. What do you see as the challenges here? How would you approach this problem if you were in charge of solving it?
MicronTechnology, work that i had done. Big data: this is their primary focus
OscarHealth, Should the government fund space exploration?
Uber, More on Resume/ projects and work experience if you have.
Microsoft, Q: how would you deal with a categorical feature with high cardinality? Q: describe a machine learning project you're proud of Q: pick a machine learning algorithm of your choice and describe it to me
Wayfair, What kind of job will make you excited to go to every morning? How do you handle unbalanced dataset? What evaluation method will you use?
TrueCar," Asked about basic statistical questions about what A/B testing is, bayesian inference and large number theorem."
Pixability," Bayes type question, updating likelihood. Brush up on your Bayesian methods."
QuantumBlack," HackerRank Data Scientist test: First question gave an option to code in R, while the other two didn't. "
QuantumBlack, Phone Interview: Going over your resume and how you fit in the position
CloverHealth, The first question was about throwing a dice and estimate the average. The second one gives you the probability of at least 1 event per hour and you need to calculate the same probability for 2 hours. You need first to calculate the probability of zero events.
Tessella, Asked me what my salary expectations were.
StateStreet, What is your ideal job?
Nielsen, How would you get all the unique values from an attribute in R?
FirstDerivatives, Why first derivatives? What do you know about us? What was your favorite college course and why? 
CablevisionSystems, What is random forest?
Arby's, Can't disclose details of case study. In general questions revolve around modeling and predictions strategies.
Rakuten, Write a function that finds the MST of a directed graph.
DSTSystems, coding
Adobe, Do u have any questions for us
Barclays, questions were focused on statistics and machine learning fundamentals
Facebook, Make a histogram of 2 variables
Gust, data challenge using postgresql
Eaze, Draw a curve you think would represent facebook user retention as a function of the number of photos uploaded
iDigerati, What is my weakness?
SambaTV, What's your favorite TV show?
Amazon, what is linear regression?
Workday," Hypothesis testing, p value, different classification algorithms, logistic regression vs neural network"
Wayfair, what's the difference between random forest and gradient boosting?
NeimanMarcus, How to determine the size of a heel from pictures using computer analysis?
IBM, Describe a past project you completed in Analytics and Data Science.
Slalom, Why do you want to work at Slalom?
LinkedIn, questions are quite standard.
Securly, Not turning up for the first call is the most unexpected thing
Rover.com," If you are comparing booking rate, what test would you use? What is the function to write that in R or python?"
ViaTransportation, Why do you want to work here?
McKinsey&Company, Describe a situation where you showed leadership.
Google, Explain a probability distribution that is not normal and how to apply that.
AmericanAgCredit," If you walked into a loan closing, would you know where they were in the process?"
CapitalOne," One behavior, one case, one role play."
Facebook, How would you improve the product?
MedicalMutual, I was asked a question that was specific to the project that they were working on. 
Etsy, coding: translate Rome number to real number machine-learning: knn manager: focus on my research and ask how to improve 
Deloitte, Behavioral questions about a past experience - what were the challenges I faced and things I was proud of. Needed to walk through story in detail.
Rover.com, Tell me about a time when you took a risk without having enough information.
ZurichNorthAmerica," They asked a lot of questions like machine learning algorithms, basic statistics, knowledge of R and Python and also about projects you did with your current employer."
Rover.com, How would you write this objective function?
Facebook," 2 Questions for the half hour interview, one about the product sense, like how to detect the fake information input from the user. Another one is the SQL problem"
BoozAllenHamilton, Describe how K-means works.
Rover.com, What kind of time series model would you use for this?
LivongoHealth," SQL, R"
CivisAnalytics, You have been tasked with creating a prediction for the outcome of the 2014 congressional elections. You are responsible for building your own dataset for this process.
G2, Tell me more about your previous experience? Did you work as data scientist? How many years of work experience you have ? About masters degree? where are you graduating from? do you need H1B in future
Slalom, Some machine learning question
Amazon, tell me about lstm
Uber, Lots of business questions related to health of the market. 
EthosLending, Why do you want to work for the company?
TataConsultancyServices, NA
Intuit, Details on the Onsite round: 1. They call it Craft Presentation. In reality you will be given a data science problem to model. --Instructions on data science problem (15 minutes) --Work on the data science problem (60 minutes). You can use anything to code. Personally I used notebook. 1 hour to complete everything from data cleaning to result visualization. --Presentation : ----Your personal intro & 1 project of yours ----Data science problem: code walk-through ----Q&A about the work 2. Break --Lunch @ cafeteria. Good time to check out their campus and ask questions about work culture and other things. Con: One of your panel interviewer will be taking u out to lunch so you are getting assessed during break time too. 2. Individual interview -- One(or a couple) 1-on-1 rounds. technical/behavioral. I do not remember exactly. --Two 2-on-1 rounds. One technical round and one behavioral.
Viagogo, When have you used data to better a company
KPMG, Case study based on some data graph.
Viagogo, Calculate Compound Interest rate?
Asurion, What're your expectations for our Company?
Profitect, describe what random forest is and the difference between boosters
Amazon, 1. Cumulative sum of top 10 most profitable products of the last 6 month for customers in Seattle. 2. Assumptions about logistic and linear regression 3. Explain colinearity 4. Step by Step of a machine learning algorithms 
Klaviyo, Data aggregation and significance testing
FirstRepublicBank, Do you have any experiences in predicting loan default? 
Conviva, Some questions about probability and distributions
Zymergen," mostly behavioral questions. There was no white board questions, or coding exam. Most of the questions were about how to deal with new data, and how you would work with it to make visualizations."
Cogitativo," Mostly just background, a statistics question, general machine learning concept questions"
Salesforce," More conversational than specific questions but the idea was like: ""tell me about a time you leveraged data science techniques to add value"" and we would go in depth on various projects I've worked on."
Yelp, List the strings that are anagrams from a set of strings
Amazon, Reasonable data science questions.
Apple," loading json, how to store json file, data collection part. Questions regarding quality assurance of design of a product. Free lunch with hiring manager under 10 dollars, however, it's a INTERVIEW, he/she will ask you some projects. Asking about statistics, pdf, cdf. Meet with manager of hiring manager. Do some python. "
Lyft, Some basic statistics e.g. correlation and variance. 
Microsoft, From technical interview: Describe how gradient boost works. From final interview: Describe a time when you had to convince a client to follow your strategy.
LibertyMutualInsurance, How long have I used R...Some basic statistical problems
ActiveNetwork," k-means clustering ,linear classifier,mySQL replication,stored procedure,R language."
AstraZeneca, Tell me about a time when you had to make a difficult decision in healthcare?
AstraZeneca, Tell me about a time when you had to push your colleagues for the impossible task
AstraZeneca, Tell me about a time when you contributed to patient care (related to the value /principles of AZ)
DigitalOcean," - Diagram a solution for a multi-modal document prediction task. - Explain overfitting in the context of various algorithms (SVM, random forest, neural network) and techniques to mitigate it (very technical on the details) - Explain how you would deal with class imbalance or other sources of bias in a training data set (again, very technical on the details) - Explain how you would use a Docker container to make a deployable machine learning service using Kubernetes (wanted many devops details). - Have you used a pipeline automation tool like Luigi? Have you used monitoring tools like PagerDuty?"
BoozAllenHamilton, What is the hardest job you have faced and how did you handle it?
BoozAllenHamilton, What is your expected salary?
BuzzFeed, Tell us a project you'd do at Buzzfeed.
GoldmanSachs, Code the Fibonacci series.
ESPN, Give an overview of current duties
FractalAnalytics, Inference questions
LinkedIn, Seemed every interviewer asked a variant of an A/B test for the homepage. 
Facebook," Some SQL join, aggregation, etc"
PlumeDesign, Dynamic programming
Facebook, Very simple probability - high school level math
PlumeDesign, Machine learning
PlumeDesign, Big data processing
Adobe," Explain about correlation colored plot and make a story about a plot drawn on a white board. Also, technical questions were about data structure in Python/R and modeling experiences. "
Intuit, Strategies for solving a machine learning problem.
360i, Asked about previous experience
Airbnb, How can you report the statistical results to a non-statistician staff.
Uptake, Have you used Tensorflow and other deep learning tools? 
Facebook, What is the difference between inner and left join?
MarketDial, What is the difference between supervised and unsupervised ML?
CerebriAI, Why did you choose that particular machine learning algorithm for your project?
Uptake, Walk me through your project that you submitted. 
ZoomVideoCommunications, Walk me through some machine learning project you've done in the past. What would you do if you have conflicts with teammates? What did you learn from the current role?
Pivotal," I liked that interviews were more like conversations, rather than questions. Typically, the person at the other end would present a real world problem, and ask you to describe how you would approach it. "
Excella," I know this asks questions you were asked, but I want to say here what they DON'T ask. After 3 interviews with them (all of which ended in hard or ""soft"" offers), they never asked silly arbitrary questions or anything personally probing. No questions about ""what animal you'd be"" or ""who would you have dinner with -- dead or alive"". "
Excella, They gave a hypothetical dataset from a relational database and asked how I'd analyze data from two different tables. The challenge was there was no common key between them. 
Uber, 1. Tell me about yourself 2. why you are interested in the data science position? 3. introduce a machine leaning project that you've done.
LinkedIn," I don't recall exactly, but they asked about how I would approach several scenarios. This would be very difficult to answer well if you have not worked at a similar company and know what sorts of data are available to answer the question. "
SimpleBet, Lots of technical questions that test standard machine learning and statistics concepts
Everbridge, Real time case study
Microsoft," Experiment Design, A/B testing"
IntegralAdScience, describe your solution to the assignment
Scribd, String manipulation involving DNA sequences.
Scribd, Reformat a bunch of lists into a table and output into a txt or csv file.
USAA," HR phone screen asked for brief overview of experience, general job information (salary range, questions about relocation, and standard HR stuff like citizenship/eligibility). The technical interview asked about what projects I worked on, which tools I used and the impact of the work. "
OnDeck," Algorithm questions, basic statistics, questions about my background"
Aetna, Talk about the entire life-cycle of a business problem/project where you had to provide solution using analytics. 
Yelp, How to swap two elements of a list
Vettery," First onsite: * Explain linear regression to someone who doesn't know ML * How to derive beta coefficients * Explain why you use regularization and some methods (Lasso, Ridge, tree depth, cross validation) * Explain assumptions you make when using linear regression (error normal) * Explain heteroscadacity * Explain logistic regression * Explain what an increase in $\beta$ means for logistic regression * Explain k-means algorithm * Explain how to choose $k$ in k-means algorithm. * SQL white-boarding question Second Onsite: * Case study of building a recommendation system. Given that a company clicks on a particular candidate, how would you recommend other candidates. Second onsite:"
ADM, What is my knowledge about machine learning?
WesternUnion," Do you prefer R or Python, and why? "
Groupon, Tell us about a recent project where you used machine learning techniques
OmadaHealth, Describe a project you did.
GutCheck, Tell me about a data science project you did and why used the model you used 
BMCSoftware, All questions were about my experience. There were no questions that would test my knowledge or skills.
BNSFRailway, Try and do probability questions.
CapitalOne, What is your career plan?
Facebook," They honestly give you a good feel for the types of questions they'll be asking. No surprises. ""Most difficult"" is so subjective it's meaningless in this context. I hope you're good at math/computer science. If you've had some meaningful machine learning experience, you'll be set."
FirstRepublicBank, How could small banks like us compete with mega-banks?
Scribd, Why Scribd?
Dow, Tell me the data structure you have learned?
Hopper, What would you do given all of Hopper's data?
HeavyWater, How would you calculate confusion matrix for multiclass classification? 
ServiceTitan, Bias-Variance trade off handling. 
Upstart, Write down cost function of a model
GEICO, Describe one data science experience you've worked on.
